,iter_num,disc_loss_trn,disc_loss_tst,gen_loss_trn,gen_loss_tst
0,100,5.243715763092041,5.20033073425293,1.71462082862854,1.6120562553405762
1,200,5.6118316650390625,5.33895206451416,1.5604057312011719,1.5941617488861084
2,300,5.447495460510254,6.28307580947876,1.4178926944732666,1.4325389862060547
3,400,6.044064521789551,5.290382385253906,1.4278573989868164,1.4793188571929932
4,500,5.31590461730957,5.179505348205566,1.6708462238311768,1.8090893030166626
5,600,5.159628868103027,4.918276309967041,1.634486198425293,1.6571216583251953
6,700,5.256152153015137,5.6310248374938965,1.4803800582885742,1.528989553451538
7,800,5.164389610290527,5.020535469055176,1.5976455211639404,1.6236239671707153
8,900,5.122347831726074,5.1338019371032715,1.52787446975708,1.552749514579773
9,1000,5.060011863708496,4.9413957595825195,1.6392015218734741,1.6397247314453125
10,1100,5.529049873352051,5.222992897033691,1.4522442817687988,1.4005872011184692
11,1200,5.076722145080566,5.157584190368652,1.5848464965820312,1.5020815134048462
12,1300,4.897659778594971,4.955936908721924,1.6961455345153809,1.7115063667297363
13,1400,5.584471225738525,5.106016159057617,1.4791520833969116,1.3911091089248657
14,1500,5.144315719604492,5.263664245605469,1.6796706914901733,1.5567798614501953
15,1600,5.08602237701416,4.944905757904053,1.7051937580108643,1.572624683380127
16,1700,5.322455406188965,5.254115104675293,1.643355369567871,1.6738183498382568
17,1800,5.009577751159668,5.095167636871338,1.5353577136993408,1.5870589017868042
18,1900,5.560529708862305,5.164246559143066,1.5460187196731567,1.5142669677734375
19,2000,5.03848934173584,5.648659706115723,1.6662230491638184,1.5686326026916504
20,2100,4.871981143951416,5.018803596496582,1.700796127319336,1.731217622756958
21,2200,5.177629470825195,4.989016532897949,1.600121021270752,1.5794154405593872
22,2300,5.358282089233398,5.955185890197754,1.5252208709716797,1.540004849433899
23,2400,5.106438159942627,5.195013523101807,1.7874678373336792,1.5447633266448975
24,2500,4.859386444091797,4.591177463531494,1.8093785047531128,2.0006566047668457
25,2600,5.441319465637207,5.175860404968262,1.8280237913131714,1.6440640687942505
26,2700,4.884113311767578,5.145191192626953,1.8539241552352905,1.5786943435668945
27,2800,5.366936683654785,5.014980316162109,1.7283918857574463,1.9393646717071533
28,2900,5.0670599937438965,5.39366340637207,1.7016805410385132,1.6533265113830566
29,3000,5.187104225158691,4.984453201293945,1.621368169784546,1.4294031858444214
30,3100,5.3581085205078125,5.2242841720581055,1.519859790802002,1.6363966464996338
31,3200,5.603092193603516,5.558854579925537,1.4691922664642334,1.3934519290924072
32,3300,5.070813179016113,5.348118782043457,1.6770806312561035,1.6926381587982178
33,3400,5.177276611328125,5.4193806648254395,1.6523959636688232,1.7407526969909668
34,3500,5.266376495361328,5.549593925476074,1.6132056713104248,1.4555612802505493
35,3600,6.136496067047119,4.937014579772949,1.6857576370239258,1.5034518241882324
36,3700,4.72083854675293,4.632495880126953,1.7607247829437256,1.7803717851638794
37,3800,5.280142784118652,5.073704719543457,1.5732648372650146,1.43796968460083
38,3900,4.856257438659668,5.068097114562988,2.0233683586120605,1.8819453716278076
39,4000,4.854266166687012,4.75466251373291,2.144601345062256,1.8104617595672607
40,4100,4.779131889343262,4.979126930236816,2.020685911178589,1.7111406326293945
41,4200,5.085601806640625,5.01386833190918,1.7767927646636963,1.7205945253372192
42,4300,4.924064636230469,4.456798076629639,2.2986435890197754,2.0221827030181885
43,4400,4.994094371795654,5.125788688659668,1.651797890663147,1.6809990406036377
44,4500,5.333195209503174,4.868106842041016,1.6022915840148926,1.6760238409042358
45,4600,5.996207237243652,5.604777812957764,1.5602209568023682,1.4023329019546509
46,4700,4.7487335205078125,5.013521194458008,1.8824167251586914,1.7873257398605347
47,4800,5.105788230895996,4.87277889251709,1.9105429649353027,1.8879591226577759
48,4900,4.8510003089904785,4.759860038757324,1.756435513496399,1.8345180749893188
